1.0	12846
1.0	12851
1.0	12859
1.0	12843
1.0	12882
1.0	12888
1.0	12834
1.0	12805
1.0	12833
1.0	12861
1.0	12840
1.0	12861
1.0	12880
1.0	12856
1.0	12885
1.0	12872
1.0	12880
1.0	12851
1.0	12806
1.0	12843
1.0	12827
1.0	12863
1.0	12888
1.0	12815
1.0	12865
1.0	12863
1.0	12865
1.0	12834
1.0	12877
1.0	12843
1.0	12865
1.0	12859
1.0	12834
1.0	12847
1.0	12865
1.0	12857
1.0	12828
1.0	12823
1.0	12867
1.0	12857
1.0	12818
1.0	12861
1.0	12853
1.0	12834
1.0	12870
1.0	12820
1.0	12852
1.0	12846
1.0	12842
1.0	12881
1.0	12862
1.0	12867
1.0	12864
1.0	12838
1.0	12854
1.0	12872
1.0	12865
1.0	12835
1.0	12873
1.0	12819
1.0	12885
1.0	12837
1.0	12866
1.0	12860
1.0	12868
1.0	12879
1.0	12867
1.0	12862
1.0	12826
1.0	12837
1.0	12836
1.0	12871
1.0	12854
1.0	12840
1.0	12849
1.0	12806
1.0	12875
1.0	12846
1.0	12855
1.0	12877
1.0	12839
1.0	12857
1.0	12856
1.0	12863
1.0	12812
1.0	12860
1.0	12832
1.0	12863
1.0	12829
1.0	12826
1.0	12838
1.0	12816
1.0	12833
1.0	12858
1.0	12851
1.0	12861
1.0	12816
1.0	12868
1.0	12860
1.0	12875
0.9	12791
0.9	12716
0.9	12780
0.9	12692
0.9	12750
0.9	12710
0.9	12737
0.9	12755
0.9	12819
0.9	12738
0.9	12857
0.9	12731
0.9	12717
0.9	12641
0.9	12776
0.9	12846
0.9	12830
0.9	12796
0.9	12727
0.9	12698
0.9	12720
0.9	12716
0.9	12812
0.9	12854
0.9	12821
0.9	12823
0.9	12684
0.9	12723
0.9	12733
0.9	12662
0.9	12781
0.9	12735
0.9	12812
0.9	12787
0.9	12676
0.9	12791
0.9	12807
0.9	12594
0.9	12775
0.9	12625
0.9	12807
0.9	12728
0.9	12749
0.9	12777
0.9	12707
0.9	12777
0.9	12671
0.9	12769
0.9	12764
0.9	12776
0.9	12794
0.9	12749
0.9	12738
0.9	12605
0.9	12784
0.9	12782
0.9	12794
0.9	12526
0.9	12702
0.9	12843
0.9	12756
0.9	12844
0.9	12803
0.9	12817
0.9	12730
0.9	12751
0.9	12687
0.9	12727
0.9	12739
0.9	12739
0.9	12733
0.9	12676
0.9	12779
0.9	12813
0.9	12763
0.9	12733
0.9	12758
0.9	12614
0.9	12705
0.9	12744
0.9	12807
0.9	12765
0.9	12792
0.9	12763
0.9	12803
0.9	12751
0.9	12762
0.9	12831
0.9	12770
0.9	12783
0.9	12825
0.9	12805
0.9	12692
0.9	12828
0.9	12801
0.9	12727
0.9	12677
0.9	12648
0.9	12783
0.9	12717
0.8	12785
0.8	12751
0.8	12698
0.8	12757
0.8	12575
0.8	12790
0.8	12667
0.8	12820
0.8	12653
0.8	12730
0.8	12634
0.8	12703
0.8	12702
0.8	12733
0.8	12666
0.8	12684
0.8	12794
0.8	12685
0.8	12667
0.8	12601
0.8	12700
0.8	12761
0.8	12768
0.8	12701
0.8	12704
0.8	12747
0.8	12635
0.8	12598
0.8	12748
0.8	12772
0.8	12712
0.8	12690
0.8	12802
0.8	12672
0.8	12676
0.8	12717
0.8	12688
0.8	12691
0.8	12588
0.8	12734
0.8	12686
0.8	12621
0.8	12621
0.8	12679
0.8	12750
0.8	12659
0.8	12758
0.8	12750
0.8	12745
0.8	12742
0.8	12680
0.8	12720
0.8	12697
0.8	12679
0.8	12661
0.8	12764
0.8	12489
0.8	12736
0.8	12658
0.8	12692
0.8	12643
0.8	12706
0.8	12728
0.8	12594
0.8	12739
0.8	12636
0.8	12676
0.8	12536
0.8	12696
0.8	12690
0.8	12805
0.8	12698
0.8	12712
0.8	12735
0.8	12735
0.8	12758
0.8	12689
0.8	12725
0.8	12586
0.8	12534
0.8	12719
0.8	12767
0.8	12536
0.8	12638
0.8	12694
0.8	12714
0.8	12695
0.8	12464
0.8	12618
0.8	12745
0.8	12770
0.8	12609
0.8	12627
0.8	12757
0.8	12707
0.8	12677
0.8	12657
0.8	12799
0.8	12736
0.8	12605
0.7	12580
0.7	12721
0.7	12565
0.7	12710
0.7	12541
0.7	12397
0.7	12573
0.7	12765
0.7	12506
0.7	12646
0.7	12571
0.7	12716
0.7	12678
0.7	12522
0.7	12653
0.7	12698
0.7	12557
0.7	12607
0.7	12634
0.7	12560
0.7	12455
0.7	12782
0.7	12608
0.7	12622
0.7	12684
0.7	12705
0.7	12658
0.7	12489
0.7	12731
0.7	12633
0.7	12494
0.7	12692
0.7	12705
0.7	12674
0.7	12658
0.7	12566
0.7	12735
0.7	12585
0.7	12680
0.7	12776
0.7	12654
0.7	12679
0.7	12700
0.7	12615
0.7	12710
0.7	12558
0.7	12573
0.7	12521
0.7	12690
0.7	12550
0.7	12741
0.7	12653
0.7	12687
0.7	12577
0.7	12472
0.7	12705
0.7	12692
0.7	12602
0.7	12598
0.7	12618
0.7	12681
0.7	12474
0.7	12532
0.7	12578
0.7	12537
0.7	12660
0.7	12728
0.7	12555
0.7	12462
0.7	12534
0.7	12660
0.7	12460
0.7	12757
0.7	12748
0.7	12696
0.7	12643
0.7	12627
0.7	12509
0.7	12611
0.7	12624
0.7	12737
0.7	12707
0.7	12702
0.7	12738
0.7	12600
0.7	12586
0.7	12745
0.7	12480
0.7	12629
0.7	12697
0.7	12513
0.7	12376
0.7	12494
0.7	12455
0.7	12640
0.7	12722
0.7	12591
0.7	12519
0.7	12610
0.7	12629
0.6	12392
0.6	12525
0.6	12620
0.6	12567
0.6	12488
0.6	12420
0.6	12515
0.6	12670
0.6	12447
0.6	12557
0.6	12691
0.6	12501
0.6	12664
0.6	12628
0.6	12485
0.6	12340
0.6	12627
0.6	12425
0.6	12196
0.6	12600
0.6	12583
0.6	12618
0.6	12657
0.6	12565
0.6	12490
0.6	12603
0.6	12688
0.6	12683
0.6	12495
0.6	12462
0.6	12650
0.6	12670
0.6	12575
0.6	12591
0.6	12572
0.6	12267
0.6	12622
0.6	12623
0.6	12467
0.6	12326
0.6	12523
0.6	12673
0.6	12522
0.6	12356
0.6	12637
0.6	12572
0.6	12534
0.6	12519
0.6	12622
0.6	12685
0.6	12469
0.6	12580
0.6	12592
0.6	12535
0.6	12620
0.6	12537
0.6	12572
0.6	12521
0.6	12656
0.6	12487
0.6	12184
0.6	12411
0.6	12490
0.6	12547
0.6	12268
0.6	12369
0.6	12410
0.6	12343
0.6	12522
0.6	12536
0.6	12597
0.6	12404
0.6	12519
0.6	12455
0.6	12524
0.6	12524
0.6	12532
0.6	12656
0.6	12601
0.6	12635
0.6	12530
0.6	12639
0.6	12575
0.6	12432
0.6	12585
0.6	12326
0.6	12521
0.6	12528
0.6	12556
0.6	12463
0.6	12381
0.6	12437
0.6	12651
0.6	12620
0.6	12373
0.6	12665
0.6	12306
0.6	12559
0.6	12571
0.6	12363
0.5	12498
0.5	12553
0.5	12271
0.5	12402
0.5	12316
0.5	12362
0.5	12615
0.5	12636
0.5	12371
0.5	12456
0.5	12572
0.5	12383
0.5	12328
0.5	12433
0.5	12428
0.5	12405
0.5	12602
0.5	12417
0.5	12667
0.5	12479
0.5	12210
0.5	12529
0.5	12298
0.5	12401
0.5	12567
0.5	12377
0.5	12262
0.5	12446
0.5	12402
0.5	12412
0.5	12312
0.5	12354
0.5	12536
0.5	12295
0.5	12375
0.5	12618
0.5	12430
0.5	12624
0.5	12482
0.5	12351
0.5	12411
0.5	12249
0.5	12668
0.5	12579
0.5	12359
0.5	12423
0.5	12584
0.5	12394
0.5	12551
0.5	12339
0.5	12361
0.5	12439
0.5	12343
0.5	12489
0.5	12494
0.5	12511
0.5	12443
0.5	12489
0.5	12549
0.5	12413
0.5	12342
0.5	12384
0.5	12493
0.5	12562
0.5	12438
0.5	12521
0.5	12590
0.5	12273
0.5	12514
0.5	12516
0.5	12318
0.5	12350
0.5	12444
0.5	12406
0.5	12371
0.5	12464
0.5	12304
0.5	12586
0.5	12660
0.5	12266
0.5	12413
0.5	12530
0.5	12629
0.5	12331
0.5	12430
0.5	12404
0.5	12560
0.5	12342
0.5	12591
0.5	12424
0.5	12319
0.5	12516
0.5	12631
0.5	12663
0.5	12551
0.5	12575
0.5	12668
0.5	12452
0.5	12518
0.5	12354
0.4	12563
0.4	12473
0.4	12476
0.4	12400
0.4	12466
0.4	12367
0.4	12299
0.4	12403
0.4	11792
0.4	12376
0.4	12471
0.4	12502
0.4	12645
0.4	12197
0.4	12366
0.4	12477
0.4	12073
0.4	12421
0.4	12157
0.4	12417
0.4	12106
0.4	12509
0.4	12280
0.4	12386
0.4	12234
0.4	12274
0.4	12541
0.4	12253
0.4	12580
0.4	12486
0.4	12524
0.4	12184
0.4	12506
0.4	12640
0.4	12334
0.4	12160
0.4	12411
0.4	12212
0.4	12465
0.4	12571
0.4	12405
0.4	12397
0.4	12459
0.4	12207
0.4	11928
0.4	12323
0.4	12185
0.4	12136
0.4	12461
0.4	12279
0.4	12368
0.4	12473
0.4	12602
0.4	12081
0.4	12197
0.4	12200
0.4	12581
0.4	12460
0.4	12357
0.4	12221
0.4	11903
0.4	12393
0.4	12564
0.4	12616
0.4	12607
0.4	12394
0.4	12242
0.4	12419
0.4	12488
0.4	12216
0.4	12450
0.4	12312
0.4	12502
0.4	12447
0.4	12560
0.4	12140
0.4	12302
0.4	12030
0.4	12609
0.4	12300
0.4	12344
0.4	12389
0.4	12482
0.4	12397
0.4	12337
0.4	12385
0.4	12184
0.4	12372
0.4	12342
0.4	12109
0.4	12627
0.4	12521
0.4	12576
0.4	12597
0.4	12613
0.4	12284
0.4	12493
0.4	12414
0.4	12486
0.4	12141
0.30000000000000004	12451
0.30000000000000004	11538
0.30000000000000004	12415
0.30000000000000004	12327
0.30000000000000004	11794
0.30000000000000004	12463
0.30000000000000004	12155
0.30000000000000004	12441
0.30000000000000004	12370
0.30000000000000004	11998
0.30000000000000004	12398
0.30000000000000004	12472
0.30000000000000004	12161
0.30000000000000004	12362
0.30000000000000004	12459
0.30000000000000004	12334
0.30000000000000004	12351
0.30000000000000004	12236
0.30000000000000004	12263
0.30000000000000004	12323
0.30000000000000004	12172
0.30000000000000004	12298
0.30000000000000004	12457
0.30000000000000004	12482
0.30000000000000004	12426
0.30000000000000004	12457
0.30000000000000004	12103
0.30000000000000004	12446
0.30000000000000004	12487
0.30000000000000004	12168
0.30000000000000004	12147
0.30000000000000004	12406
0.30000000000000004	11875
0.30000000000000004	12145
0.30000000000000004	11791
0.30000000000000004	11967
0.30000000000000004	11834
0.30000000000000004	12205
0.30000000000000004	12290
0.30000000000000004	12356
0.30000000000000004	12403
0.30000000000000004	11906
0.30000000000000004	12329
0.30000000000000004	11885
0.30000000000000004	11736
0.30000000000000004	12255
0.30000000000000004	12326
0.30000000000000004	11889
0.30000000000000004	12474
0.30000000000000004	12509
0.30000000000000004	11494
0.30000000000000004	12312
0.30000000000000004	12445
0.30000000000000004	12538
0.30000000000000004	12250
0.30000000000000004	12282
0.30000000000000004	12194
0.30000000000000004	12422
0.30000000000000004	12380
0.30000000000000004	12099
0.30000000000000004	11891
0.30000000000000004	12382
0.30000000000000004	12527
0.30000000000000004	12446
0.30000000000000004	12431
0.30000000000000004	11993
0.30000000000000004	12457
0.30000000000000004	12511
0.30000000000000004	12330
0.30000000000000004	12454
0.30000000000000004	12048
0.30000000000000004	12267
0.30000000000000004	12498
0.30000000000000004	12477
0.30000000000000004	11910
0.30000000000000004	12281
0.30000000000000004	12101
0.30000000000000004	12272
0.30000000000000004	12521
0.30000000000000004	12243
0.30000000000000004	12551
0.30000000000000004	12477
0.30000000000000004	12408
0.30000000000000004	12263
0.30000000000000004	12307
0.30000000000000004	12527
0.30000000000000004	12451
0.30000000000000004	11991
0.30000000000000004	12148
0.30000000000000004	12207
0.30000000000000004	12376
0.30000000000000004	12262
0.30000000000000004	12571
0.30000000000000004	12471
0.30000000000000004	11929
0.30000000000000004	12554
0.30000000000000004	12338
0.30000000000000004	12174
0.30000000000000004	12485
0.30000000000000004	12115
0.19999999999999996	12462
0.19999999999999996	11054
0.19999999999999996	12102
0.19999999999999996	11686
0.19999999999999996	12297
