LTLFireability	89
LTLFireability	80
LTLFireability	88
LTLFireability	98
LTLFireability	98
LTLFireability	86
LTLFireability	23
LTLFireability	0
LTLFireability	94
LTLFireability	21
LTLFireability	0
LTLFireability	98
LTLFireability	71
LTLFireability	98
LTLFireability	79
LTLFireability	0
LTLFireability	30
LTLFireability	4
LTLFireability	12
LTLFireability	98
LTLFireability	98
LTLFireability	98
LTLFireability	41
LTLFireability	0
LTLFireability	6
LTLFireability	98
LTLFireability	3
LTLFireability	0
LTLFireability	25
LTLFireability	60
LTLFireability	98
LTLFireability	36
LTLFireability	98
LTLFireability	26
LTLFireability	56
LTLFireability	16
LTLFireability	0
LTLFireability	15
LTLFireability	0
LTLFireability	0
LTLFireability	98
LTLFireability	41
LTLFireability	0
LTLFireability	90
LTLFireability	0
LTLFireability	81
LTLFireability	39
LTLFireability	68
LTLFireability	98
LTLFireability	65
LTLFireability	98
LTLFireability	52
LTLFireability	71
LTLFireability	48
LTLFireability	0
LTLFireability	19
LTLFireability	97
LTLFireability	96
LTLFireability	3
LTLFireability	31
LTLFireability	94
LTLFireability	0
LTLFireability	53
LTLFireability	27
LTLFireability	98
LTLFireability	98
LTLFireability	98
LTLFireability	41
LTLFireability	11
LTLFireability	98
LTLFireability	94
LTLFireability	0
LTLFireability	87
LTLFireability	0
LTLFireability	0
LTLFireability	0
LTLFireability	4
LTLFireability	88
LTLFireability	4
LTLFireability	66
LTLFireability	78
LTLFireability	66
LTLFireability	41
LTLFireability	80
LTLFireability	98
LTLFireability	67
LTLFireability	98
LTLFireability	90
LTLFireability	0
LTLFireability	70
LTLFireability	98
LTLFireability	98
LTLFireability	38
LTLFireability	98
LTLFireability	32
LTLFireability	98
LTLFireability	98
LTLFireability	95
LTLFireability	53
LTLFireability	98
CTLCardinality	85
CTLCardinality	81
CTLCardinality	81
CTLCardinality	92
CTLCardinality	92
CTLCardinality	85
CTLCardinality	38
CTLCardinality	31
CTLCardinality	90
CTLCardinality	36
CTLCardinality	58
CTLCardinality	92
CTLCardinality	78
CTLCardinality	92
CTLCardinality	76
CTLCardinality	0
CTLCardinality	43
CTLCardinality	4
CTLCardinality	41
CTLCardinality	92
CTLCardinality	92
CTLCardinality	92
CTLCardinality	45
CTLCardinality	34
CTLCardinality	57
CTLCardinality	92
CTLCardinality	40
CTLCardinality	58
CTLCardinality	63
CTLCardinality	68
CTLCardinality	92
CTLCardinality	77
CTLCardinality	92
CTLCardinality	44
CTLCardinality	68
CTLCardinality	11
CTLCardinality	2
CTLCardinality	14
CTLCardinality	2
CTLCardinality	35
CTLCardinality	92
CTLCardinality	54
CTLCardinality	35
CTLCardinality	86
CTLCardinality	35
CTLCardinality	72
CTLCardinality	41
CTLCardinality	66
CTLCardinality	92
CTLCardinality	56
CTLCardinality	92
CTLCardinality	50
CTLCardinality	70
CTLCardinality	51
CTLCardinality	32
CTLCardinality	5
CTLCardinality	92
CTLCardinality	92
CTLCardinality	57
CTLCardinality	49
CTLCardinality	90
CTLCardinality	30
CTLCardinality	60
CTLCardinality	43
CTLCardinality	92
CTLCardinality	92
CTLCardinality	92
CTLCardinality	46
CTLCardinality	49
CTLCardinality	92
CTLCardinality	88
CTLCardinality	30
CTLCardinality	85
CTLCardinality	36
CTLCardinality	58
CTLCardinality	53
CTLCardinality	56
CTLCardinality	88
CTLCardinality	40
CTLCardinality	66
CTLCardinality	68
CTLCardinality	46
CTLCardinality	35
CTLCardinality	91
CTLCardinality	92
CTLCardinality	64
CTLCardinality	92
CTLCardinality	85
CTLCardinality	31
CTLCardinality	77
CTLCardinality	92
CTLCardinality	92
CTLCardinality	36
CTLCardinality	92
CTLCardinality	49
CTLCardinality	92
CTLCardinality	92
CTLCardinality	92
CTLCardinality	37
CTLCardinality	92
ReachabilityFireability	86
ReachabilityFireability	85
ReachabilityFireability	85
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	89
ReachabilityFireability	43
ReachabilityFireability	30
ReachabilityFireability	94
ReachabilityFireability	38
ReachabilityFireability	42
ReachabilityFireability	96
ReachabilityFireability	80
ReachabilityFireability	96
ReachabilityFireability	79
ReachabilityFireability	0
ReachabilityFireability	39
ReachabilityFireability	4
ReachabilityFireability	45
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	44
ReachabilityFireability	32
ReachabilityFireability	45
ReachabilityFireability	96
ReachabilityFireability	39
ReachabilityFireability	42
ReachabilityFireability	50
ReachabilityFireability	63
ReachabilityFireability	95
ReachabilityFireability	71
ReachabilityFireability	95
ReachabilityFireability	51
ReachabilityFireability	69
ReachabilityFireability	15
ReachabilityFireability	1
ReachabilityFireability	19
ReachabilityFireability	4
ReachabilityFireability	39
ReachabilityFireability	96
ReachabilityFireability	55
ReachabilityFireability	39
ReachabilityFireability	90
ReachabilityFireability	38
ReachabilityFireability	79
ReachabilityFireability	46
ReachabilityFireability	64
ReachabilityFireability	96
ReachabilityFireability	68
ReachabilityFireability	96
ReachabilityFireability	50
ReachabilityFireability	69
ReachabilityFireability	55
ReachabilityFireability	30
ReachabilityFireability	8
ReachabilityFireability	95
ReachabilityFireability	95
ReachabilityFireability	42
ReachabilityFireability	52
ReachabilityFireability	92
ReachabilityFireability	26
ReachabilityFireability	66
ReachabilityFireability	37
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	51
ReachabilityFireability	40
ReachabilityFireability	96
ReachabilityFireability	92
ReachabilityFireability	28
ReachabilityFireability	87
ReachabilityFireability	38
ReachabilityFireability	42
ReachabilityFireability	39
ReachabilityFireability	43
ReachabilityFireability	88
ReachabilityFireability	30
ReachabilityFireability	65
ReachabilityFireability	79
ReachabilityFireability	60
ReachabilityFireability	48
ReachabilityFireability	85
ReachabilityFireability	96
ReachabilityFireability	66
ReachabilityFireability	96
ReachabilityFireability	88
ReachabilityFireability	31
ReachabilityFireability	78
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	38
ReachabilityFireability	96
ReachabilityFireability	49
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	96
ReachabilityFireability	51
ReachabilityFireability	96
UpperBounds	82
UpperBounds	78
UpperBounds	79
UpperBounds	89
UpperBounds	90
UpperBounds	81
UpperBounds	64
UpperBounds	31
UpperBounds	84
UpperBounds	52
UpperBounds	23
UpperBounds	90
UpperBounds	68
UpperBounds	90
UpperBounds	75
UpperBounds	0
UpperBounds	38
UpperBounds	6
UpperBounds	49
UpperBounds	90
UpperBounds	90
UpperBounds	90
UpperBounds	36
UpperBounds	55
UpperBounds	25
UpperBounds	90
UpperBounds	38
UpperBounds	21
UpperBounds	41
UpperBounds	57
UpperBounds	89
UpperBounds	33
UpperBounds	89
UpperBounds	58
UpperBounds	71
UpperBounds	11
UpperBounds	0
UpperBounds	16
UpperBounds	10
UpperBounds	47
UpperBounds	90
UpperBounds	60
UpperBounds	45
UpperBounds	75
UpperBounds	42
UpperBounds	61
UpperBounds	36
UpperBounds	56
UpperBounds	89
UpperBounds	65
UpperBounds	90
UpperBounds	49
UpperBounds	70
UpperBounds	53
UpperBounds	51
UpperBounds	40
UpperBounds	88
UpperBounds	90
UpperBounds	21
UpperBounds	55
UpperBounds	85
UpperBounds	32
UpperBounds	70
UpperBounds	36
UpperBounds	90
UpperBounds	90
UpperBounds	90
UpperBounds	47
UpperBounds	25
UpperBounds	90
UpperBounds	86
UpperBounds	42
UpperBounds	83
UpperBounds	44
UpperBounds	25
UpperBounds	24
UpperBounds	29
UpperBounds	80
UpperBounds	28
UpperBounds	68
UpperBounds	73
UpperBounds	57
UpperBounds	46
UpperBounds	73
UpperBounds	90
UpperBounds	66
UpperBounds	90
UpperBounds	83
UpperBounds	34
UpperBounds	52
UpperBounds	90
UpperBounds	90
UpperBounds	47
UpperBounds	90
UpperBounds	60
UpperBounds	90
UpperBounds	90
UpperBounds	88
UpperBounds	47
UpperBounds	89
LTLCardinality	85
LTLCardinality	29
LTLCardinality	73
LTLCardinality	86
LTLCardinality	90
LTLCardinality	85
LTLCardinality	55
LTLCardinality	0
LTLCardinality	62
LTLCardinality	13
LTLCardinality	5
LTLCardinality	93
LTLCardinality	60
LTLCardinality	93
LTLCardinality	84
LTLCardinality	43
LTLCardinality	19
LTLCardinality	24
LTLCardinality	13
LTLCardinality	93
LTLCardinality	93
LTLCardinality	91
LTLCardinality	22
LTLCardinality	16
LTLCardinality	2
LTLCardinality	87
LTLCardinality	9
LTLCardinality	0
LTLCardinality	45
LTLCardinality	52
LTLCardinality	88
LTLCardinality	0
LTLCardinality	91
LTLCardinality	60
LTLCardinality	49
LTLCardinality	9
LTLCardinality	0
LTLCardinality	19
LTLCardinality	2
LTLCardinality	13
LTLCardinality	91
LTLCardinality	44
LTLCardinality	0
LTLCardinality	70
LTLCardinality	0
LTLCardinality	54
LTLCardinality	42
LTLCardinality	63
LTLCardinality	83
LTLCardinality	68
LTLCardinality	88
LTLCardinality	48
LTLCardinality	75
LTLCardinality	59
LTLCardinality	4
LTLCardinality	84
LTLCardinality	82
LTLCardinality	88
LTLCardinality	21
LTLCardinality	35
LTLCardinality	76
LTLCardinality	10
LTLCardinality	71
LTLCardinality	51
LTLCardinality	89
LTLCardinality	93
LTLCardinality	80
LTLCardinality	52
LTLCardinality	23
LTLCardinality	93
LTLCardinality	90
LTLCardinality	0
LTLCardinality	78
LTLCardinality	5
LTLCardinality	0
LTLCardinality	18
LTLCardinality	6
LTLCardinality	76
LTLCardinality	12
LTLCardinality	68
LTLCardinality	75
LTLCardinality	57
LTLCardinality	36
LTLCardinality	39
LTLCardinality	88
LTLCardinality	70
LTLCardinality	91
LTLCardinality	81
LTLCardinality	27
LTLCardinality	30
LTLCardinality	93
LTLCardinality	93
LTLCardinality	32
LTLCardinality	93
LTLCardinality	42
LTLCardinality	89
LTLCardinality	91
LTLCardinality	74
LTLCardinality	57
LTLCardinality	74
ReachabilityDeadlock	69
ReachabilityDeadlock	68
ReachabilityDeadlock	75
ReachabilityDeadlock	86
ReachabilityDeadlock	88
ReachabilityDeadlock	83
ReachabilityDeadlock	60
ReachabilityDeadlock	36
ReachabilityDeadlock	79
ReachabilityDeadlock	55
ReachabilityDeadlock	52
ReachabilityDeadlock	88
ReachabilityDeadlock	71
ReachabilityDeadlock	88
ReachabilityDeadlock	68
ReachabilityDeadlock	0
ReachabilityDeadlock	52
ReachabilityDeadlock	8
ReachabilityDeadlock	45
ReachabilityDeadlock	88
ReachabilityDeadlock	88
ReachabilityDeadlock	87
ReachabilityDeadlock	30
ReachabilityDeadlock	49
ReachabilityDeadlock	51
ReachabilityDeadlock	87
ReachabilityDeadlock	48
ReachabilityDeadlock	49
ReachabilityDeadlock	62
ReachabilityDeadlock	40
ReachabilityDeadlock	86
ReachabilityDeadlock	57
ReachabilityDeadlock	85
ReachabilityDeadlock	66
ReachabilityDeadlock	64
ReachabilityDeadlock	11
ReachabilityDeadlock	0
ReachabilityDeadlock	18
ReachabilityDeadlock	10
ReachabilityDeadlock	47
ReachabilityDeadlock	88
ReachabilityDeadlock	41
ReachabilityDeadlock	44
ReachabilityDeadlock	68
ReachabilityDeadlock	42
ReachabilityDeadlock	68
ReachabilityDeadlock	58
ReachabilityDeadlock	51
ReachabilityDeadlock	86
ReachabilityDeadlock	69
ReachabilityDeadlock	88
ReachabilityDeadlock	28
ReachabilityDeadlock	40
ReachabilityDeadlock	44
ReachabilityDeadlock	45
ReachabilityDeadlock	57
ReachabilityDeadlock	83
ReachabilityDeadlock	88
ReachabilityDeadlock	43
ReachabilityDeadlock	52
ReachabilityDeadlock	81
ReachabilityDeadlock	42
ReachabilityDeadlock	63
ReachabilityDeadlock	56
ReachabilityDeadlock	88
ReachabilityDeadlock	88
ReachabilityDeadlock	88
ReachabilityDeadlock	58
ReachabilityDeadlock	48
ReachabilityDeadlock	88
ReachabilityDeadlock	84
ReachabilityDeadlock	37
ReachabilityDeadlock	66
ReachabilityDeadlock	43
ReachabilityDeadlock	55
ReachabilityDeadlock	51
ReachabilityDeadlock	52
ReachabilityDeadlock	63
ReachabilityDeadlock	40
ReachabilityDeadlock	47
