1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
1.0	8975
0.9	8823
0.9	8770
0.9	8176
0.9	9173
0.9	8597
0.9	9316
0.9	8664
0.9	8489
0.9	8289
0.9	8601
0.9	8586
0.9	9402
0.9	9064
0.9	9486
0.9	8524
0.9	8976
0.9	9145
0.9	8938
0.9	9548
0.9	8856
0.9	8477
0.9	9331
0.9	8788
0.9	9143
0.9	9093
0.9	9329
0.9	8876
0.9	8670
0.9	8690
0.9	9440
0.9	8007
0.9	9006
0.9	8622
0.9	8248
0.9	8813
0.9	8600
0.9	9381
0.9	9126
0.9	8849
0.9	8383
0.9	8812
0.9	8805
0.9	8744
0.9	8784
0.9	9931
0.9	8949
0.9	8720
0.9	8644
0.9	8972
0.9	8516
0.9	8482
0.9	8419
0.9	7367
0.9	8955
0.9	8558
0.9	9656
0.9	9423
0.9	9252
0.9	9019
0.9	8768
0.9	8295
0.9	9275
0.9	8814
0.9	8836
0.9	8506
0.9	9567
0.9	8788
0.9	9458
0.9	8928
0.9	8424
0.9	9143
0.9	8431
0.9	9121
0.9	8949
0.9	9197
0.9	9000
0.9	8504
0.9	8991
0.9	8976
0.9	8807
0.9	8908
0.9	8483
0.9	9639
0.9	8337
0.9	9973
0.9	9186
0.9	8407
0.9	9044
0.9	8825
0.9	9105
0.9	8594
0.9	8944
0.9	9138
0.9	7807
0.9	8883
0.9	8606
0.9	8814
0.9	8888
0.9	9279
0.9	9865
0.8	8995
0.8	8975
0.8	9868
0.8	8378
0.8	8627
0.8	7588
0.8	8760
0.8	8817
0.8	9683
0.8	8313
0.8	8748
0.8	9536
0.8	8076
0.8	8777
